question#answer#equation#scratch#simplified_equation
Maria wants to buy a brand new bike. The retail price at the bike shop stands at $600. She saved $120 toward the purchase. As this was not enough, she asked her mother to give her the remaining amount. Her mother offered her $250 and told her that she needs to earn the rest working during the holidays. How much money must Maria earn to be able to buy the bike she wants?#230#600-370#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 7 from 0 at digit level;  0 < 7;  Borrow: 1; 10 - 7 = 3. move one place left; 6 becomes 5; Subtracting 3 from 5 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 0 remains 0; final result: 230.</scratch>#600 - 370
Anya has 4 times as many erasers as Andrea. If Andrea has 4 erasers, how many more erasers does Anya have than Andrea?#12#16-4#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 12.</scratch>#16 - 4
Donny has $78 in his piggy bank. If Donny buys a kite for $8 and a frisbee for $9. How much money does Donny have left?#61#70-9#<scratch>Subtracting 9 from 0 at digit level;  0 < 9;  Borrow: 1; 10 - 9 = 1. move one place left; 7 becomes 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 0 remains 0; final result: 61.</scratch>#70 - 9
Anne is drawing pictures. She has 12 markers and she notices that each one lasts for about 1.5 drawings. If she has already made 8 drawings, how many more can she make before she runs out of markers?#10#18-8#<scratch>Subtracting 8 from 8 at digit level;  8 >= 8;  Borrow: 0; 8 - 8 = 0. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 8 remains 8; final result: 10.</scratch>#18 - 8
Jameson has 20 medals. Five of the medals are for the track. He has two times as many swimming medals as track medals. The rest of the medals are for badminton. How many badminton medals does he have?#5#20-15#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 5.</scratch>#20 - 15
While preparing for a meeting, Bill fills Dixie cups with water from out of a water cooler. The water cooler initially contains 3 gallons of water, and each Dixie cup holds 6 ounces of water.  If Bill fills one cup of water per each meeting chair, and there are 5 rows of meeting chairs with 10 chairs in each row, then how many ounces of water will be left in the cooler after all cups have been are filled? (There are 128 ounces in a gallon.)#84#384-300#<scratch>Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 3 remains 3; Subtracting 3 from 3 at digit level;  3 >= 3;  Borrow: 0; 3 - 3 = 0. move one place left; 4 remains 4; final result: 84.</scratch>#384 - 300
After 100 new people move into a town, 400 of the original population move out. Every year afterward, the town’s population is halved. After 4 years, the population is 60 people. Before the new people moved in, how many people lived in the town?#780#880-100#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 8 remains 8; Subtracting 1 from 8 at digit level;  8 >= 1;  Borrow: 0; 8 - 1 = 7. move one place left; 0 remains 0; final result: 780.</scratch>#880 - 100
When Mark bought his first tv it was was 24 inches wide and 16 inches tall. It cost $672. His new tv is 48 inches wide and 32 inches tall and costs $1152. How much more expensive as measure by cost per square inch, was his first TV compared to his newest TV?#1#1.75-.75#<scratch>Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 2 remains 2; final result: 1.</scratch>#2 - 1
Olaf has an aquarium. He has fish in 3 different colors: orange, green, and blue. Blue fish make up half of all the fish in the aquarium. There are 15 fewer orange fish than blue fish. How many green fish are there when the total number of fish in the aquarium is 80?#15#80-25-40#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 8 becomes 7; Subtracting 1 from 7 at digit level;  7 >= 1;  Borrow: 0; 7 - 1 = 6. move one place left; 0 remains 0; final result: 65.</scratch>#80 - -15
Ali has $480. He spent half of it on food, and then he spent a third of what was left on a pair of glasses. How much money did he have left?#160#240-80#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 4 remains 4; Subtracting 8 from 4 at digit level;  4 < 8;  Borrow: 1; 14 - 8 = 6. move one place left; 2 becomes 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 0 remains 0; final result: 160.</scratch>#240 - 80
There are 200 more red apples than green apples in a grocery store. A truck arrives and delivers another 340 green apples. If there were originally 32 green apples, how many more green apples than red apples are there in the store now?#140#372-232#<scratch>Subtracting 2 from 2 at digit level;  2 >= 2;  Borrow: 0; 2 - 2 = 0. move one place left; 7 remains 7; Subtracting 3 from 7 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 3 remains 3; Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 0; 3 - 2 = 1. move one place left; 2 remains 2; final result: 140.</scratch>#372 - 232
Rodney has 35 dollars more than Ian. Ian has half as much money as Jessica has. If Jessica has 100 dollars, how much more money does Jessica have than Rodney?#15#100-85#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 0 becomes -1; Subtracting 8 from -1 at digit level;  -1 < 8;  Borrow: 1; 9 - 8 = 1. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 15.</scratch>#100 - 85
A choir was singing a song that involved 30 singers. In the first verse, only half of them sang. In the second verse, a third of the remaining singers joined in. How many people joined in the final third verse that the whole choir sang together?#10#30-15-5#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 3 remains 3; Subtracting 1 from 3 at digit level;  3 >= 1;  Borrow: 0; 3 - 1 = 2. move one place left; 0 remains 0; final result: 20.</scratch>#30 - 10
Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?#43#93-50#<scratch>Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 9 remains 9; Subtracting 5 from 9 at digit level;  9 >= 5;  Borrow: 0; 9 - 5 = 4. move one place left; 3 remains 3; final result: 43.</scratch>#93 - 50
At a certain school, 2/3 of the population are females. One-tenth of the males are foreign students. If the school has 300 students, how many students are non-foreign male students?#90#100-10#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 1 from 0 at digit level;  0 < 1;  Borrow: 1; 10 - 1 = 9. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 90.</scratch>#100 - 10
A baker has 10 cheesecakes on the display while 15 more are still in the fridge. If the baker has sold 7 cheesecakes from the display, how many more cheesecakes are left to be sold?#18#25-7#<scratch>Subtracting 7 from 5 at digit level;  5 < 7;  Borrow: 1; 15 - 7 = 8. move one place left; 2 becomes 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 5 remains 5; final result: 18.</scratch>#25 - 7
Jordan's dog, Max, was born on the same day that Luka turned 4 years old.  Luka is exactly 2 years older than is Aubrey.  On Aubrey's 8th birthday, how many years old was Jordan's dog, Max?#6#10-4#<scratch>Subtracting 4 from 0 at digit level;  0 < 4;  Borrow: 1; 10 - 4 = 6. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 6.</scratch>#10 - 4
James and John combine their friends lists.  James has 75 friends.  John has 3 times as many friends as James.  They share 25 friends.  How many people are on the combined list?#275#300-25#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 0 becomes -1; Subtracting 2 from -1 at digit level;  -1 < 2;  Borrow: 1; 9 - 2 = 7. move one place left; 3 becomes 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 0 remains 0; final result: 275.</scratch>#300 - 25
Myrtle’s 3 hens lay 3 eggs a day.  She would be gone for 7 days and told her neighbor to take as many as they would like.  The neighbor took 12 eggs.  Once home, Myrtle collected the remaining eggs, dropping 5 on the way into her house.  How many eggs does Myrtle have?#46#51-5#<scratch>Subtracting 5 from 1 at digit level;  1 < 5;  Borrow: 1; 11 - 5 = 6. move one place left; 5 becomes 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 1 remains 1; final result: 46.</scratch>#51 - 5
Mirasol had $50 in her account. She spent $10 on coffee beans and $30 on a tumbler. How much is left in her account?#10#50-40#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 0 remains 0; final result: 10.</scratch>#50 - 40
Jerry works five days a week as a waiter and earns a variable amount of tips every night. The past four nights, he earned $20, $60, $15, and $40. How much does he need to earn tonight if he wants to make an average of $50 in tips per night?#115#250-135#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 5 becomes 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 2 remains 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 0 remains 0; final result: 115.</scratch>#250 - 135
Yvonne and Janna were writing their 1000-word pair research paper. Yvonne was able to write 400 words while Janna wrote 150 more words than Yvonne. When they edited their paper, they removed 20 words and added twice as many words as they removed. How many more words should they add to reach the research paper requirement?#30#1000-970#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; Subtracting 7 from 0 at digit level;  0 < 7;  Borrow: 1; 10 - 7 = 3. move one place left; 0 becomes -1; Subtracting 9 from -1 at digit level;  -1 < 9;  Borrow: 1; 9 - 9 = 0. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 30.</scratch>#1000 - 970
Lyssa and Precious took an English proficiency exam. Lyssa answered 20% of the items incorrectly. Precious got 12 mistakes. How many more correct answers did Lyssa get than precious if there were 75 items in the exam?#3#63-60#<scratch>Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 6 remains 6; Subtracting 6 from 6 at digit level;  6 >= 6;  Borrow: 0; 6 - 6 = 0. move one place left; 3 remains 3; final result: 3.</scratch>#63 - 60
Jack says he has 13 more notebooks in his bag than Gerald. Jack gives 5 notebooks to Paula and 6 notebooks to Mike. If Gerald has 8 notebooks, how many notebooks does Jack have left?#10#16-6#<scratch>Subtracting 6 from 6 at digit level;  6 >= 6;  Borrow: 0; 6 - 6 = 0. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 6 remains 6; final result: 10.</scratch>#16 - 6
While preparing balloons for Eva's birthday party, her mom bought 50 balloons and 1800cm³ of helium. One balloon needs 50cm³ to float high enough to touch the ceiling, and she can fill any remaining balloon with ordinary air. If she used up all of the helium and inflated every balloon, how many more balloons are touching the ceiling than not?#22#36-14#<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 3 remains 3; Subtracting 1 from 3 at digit level;  3 >= 1;  Borrow: 0; 3 - 1 = 2. move one place left; 6 remains 6; final result: 22.</scratch>#36 - 14
Dennis wants to buy 4 pairs of pants from the store which cost $110.00 each with a 30% discount and he also wants to buy 2 pairs of socks which cost $60.00 with a 30% discount. How much money will Dennis have to spend in total after he bought all the items he wants after the discount?#392#560-168#<scratch>Subtracting 8 from 0 at digit level;  0 < 8;  Borrow: 1; 10 - 8 = 2. move one place left; 6 becomes 5; Subtracting 6 from 5 at digit level;  5 < 6;  Borrow: 1; 15 - 6 = 9. move one place left; 5 becomes 4; Subtracting 1 from 4 at digit level;  4 >= 1;  Borrow: 0; 4 - 1 = 3. move one place left; 0 remains 0; final result: 392.</scratch>#560 - 168
Delores has $450. She buys a computer for $400 and a printer for $40. How much money, in dollars, does Delores have left?#10#450-440#<scratch>Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 5 remains 5; Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 4 remains 4; Subtracting 4 from 4 at digit level;  4 >= 4;  Borrow: 0; 4 - 4 = 0. move one place left; 0 remains 0; final result: 10.</scratch>#450 - 440
Billy ate 20 apples this week. On Monday, he ate 2 apples. On Tuesday, he ate twice as many as he ate the day before. He’s not sure what he ate on Wednesday. On Thursday, he ate four times as many as he ate on Friday. On Friday, he ate half of the amount he ate on Monday.  How many apples did he eat on Wednesday?#9#20-11#<scratch>Subtracting 1 from 0 at digit level;  0 < 1;  Borrow: 1; 10 - 1 = 9. move one place left; 2 becomes 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 0 remains 0; final result: 9.</scratch>#20 - 11
Jane bought 2 skirts for $13 each. She also bought 3 blouses for $6 each. She paid the cashier $100. How much change did she receive?#56#100-44#<scratch>Subtracting 4 from 0 at digit level;  0 < 4;  Borrow: 1; 10 - 4 = 6. move one place left; 0 becomes -1; Subtracting 4 from -1 at digit level;  -1 < 4;  Borrow: 1; 9 - 4 = 5. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 56.</scratch>#100 - 44
On Tuesday last week, Leo dropped off 10 pairs of trousers and some shirts at Sudsy Laundry. He was given a bill of $140, charged at $5 per shirt and $9 for each pair of trousers. When he went to pick up his clothes yesterday, the attendant insisted that he had only dropped off 2 shirts. Leo reported the matter to the manager, who ordered the attendant to search for the rest of Leo’s shirts. How many shirts were missing?#8#10-2#<scratch>Subtracting 2 from 0 at digit level;  0 < 2;  Borrow: 1; 10 - 2 = 8. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 8.</scratch>#10 - 2
A small poultry farm has 300 chickens, 200 turkeys and 80 guinea fowls. A strange, incurable disease hit the farm and every day the farmer lost 20 chickens, 8 turkeys and 5 guinea fowls. After a week, how many birds will be left in the poultry?#349#580-231#<scratch>Subtracting 1 from 0 at digit level;  0 < 1;  Borrow: 1; 10 - 1 = 9. move one place left; 8 becomes 7; Subtracting 3 from 7 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 5 remains 5; Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 0 remains 0; final result: 349.</scratch>#580 - 231
Amanda needs 12 more marbles to have twice as many marbles as Katrina, and Mabel has 5 times as many marbles as Katrina. If Mabel has 85 marbles, how many more marbles does Mabel have than Amanda?#63#85-22#<scratch>Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 8 remains 8; Subtracting 2 from 8 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 5 remains 5; final result: 63.</scratch>#85 - 22
Three plastic chairs cost as much as a portable table. Five plastic chairs cost $55. If Manny wants to buy one portable table and two chairs, how much will be left in his $100?#45#100-55#<scratch>Subtracting 5 from 0 at digit level;  0 < 5;  Borrow: 1; 10 - 5 = 5. move one place left; 0 becomes -1; Subtracting 5 from -1 at digit level;  -1 < 5;  Borrow: 1; 9 - 5 = 4. move one place left; 1 becomes 0; Subtracting 0 from 0 at digit level;  0 >= 0;  Borrow: 0; 0 - 0 = 0. move one place left; 0 remains 0; final result: 45.</scratch>#100 - 55
